序号,变量名,数据类型,隐藏初始值,初始值,掉电保持,网络公开,注释,软元件地址,
,S07位置9二维码[14],INT,,0,,,,,
,S07位置9二维码[15],INT,,0,,,,,
,S07位置9二维码[16],INT,,0,,,,,
,S07位置9二维码[17],INT,,0,,,,,
,S07位置9二维码[18],INT,,0,,,,,
,S07位置9二维码[19],INT,,0,,,,,
,S07位置9二维码[20],INT,,0,,,,,
,S07位置9二维码[21],INT,,0,,,,,
,S07位置9二维码[22],INT,,0,,,,,
,S07位置9二维码[23],INT,,0,,,,,
,S07位置9二维码[24],INT,,0,,,,,
,S07位置9二维码[25],INT,,0,,,,,
,S07位置9二维码[26],INT,,0,,,,,
,S07位置9二维码[27],INT,,0,,,,,
,S07位置9二维码[28],INT,,0,,,,,
,S07位置9二维码[29],INT,,0,,,,,
140,S07位置10二维码,INT[30],,...,不保持,私有,PLC-PC,,
,S07位置10二维码[0],INT,,0,,,,,
,S07位置10二维码[1],INT,,0,,,,,
,S07位置10二维码[2],INT,,0,,,,,
,S07位置10二维码[3],INT,,0,,,,,
,S07位置10二维码[4],INT,,0,,,,,
,S07位置10二维码[5],INT,,0,,,,,
,S07位置10二维码[6],INT,,0,,,,,
,S07位置10二维码[7],INT,,0,,,,,
,S07位置10二维码[8],INT,,0,,,,,
,S07位置10二维码[9],INT,,0,,,,,
,S07位置10二维码[10],INT,,0,,,,,
,S07位置10二维码[11],INT,,0,,,,,
,S07位置10二维码[12],INT,,0,,,,,
,S07位置10二维码[13],INT,,0,,,,,
,S07位置10二维码[14],INT,,0,,,,,
,S07位置10二维码[15],INT,,0,,,,,
,S07位置10二维码[16],INT,,0,,,,,
,S07位置10二维码[17],INT,,0,,,,,
,S07位置10二维码[18],INT,,0,,,,,
,S07位置10二维码[19],INT,,0,,,,,
,S07位置10二维码[20],INT,,0,,,,,
,S07位置10二维码[21],INT,,0,,,,,
,S07位置10二维码[22],INT,,0,,,,,
,S07位置10二维码[23],INT,,0,,,,,
,S07位置10二维码[24],INT,,0,,,,,
,S07位置10二维码[25],INT,,0,,,,,
,S07位置10二维码[26],INT,,0,,,,,
,S07位置10二维码[27],INT,,0,,,,,
,S07位置10二维码[28],INT,,0,,,,,
,S07位置10二维码[29],INT,,0,,,,,
